sme_id,registration_date,country,region,urban_rural,sector,owner_age,owner_sex,owner_education,business_name,years_in_business,n_employees,annual_revenue_usd,annual_revenue_reported,currency_reported,business_expenses_usd,personal_income_usd,keeps_financial_records,registered_with_tax,has_physical_premises,phone_number,data_source,record_quality
SME_03263,2016-01-30,Kenya,Nakuru,urban,transport,46.0,Male,tertiary,Kilimo Electronics S.A.,1.9,9,4895.34,4895.34,USD,5485.66,27.75,Partially,No,Yes,+254490728514,business_registry,complete
SME_03264,2020-02-14,Tanzania,Mbeya,rural,textile,58.0,Male,primary,Jua Construction,1.5,2,2343.6,2343.6,USD,4471.48032236434,113.27,No,Yes,Yes,+255408555499,business_registry,complete
SME_03265,2020-02-12,Nigeria,Abuja,urban,services,18.0,Male,tertiary,Emeka Construction & Sons,,4,5072.27,7608400.0,NGN,1519.95,13088.31,No,No,Yes,+234757311116,business_registry,complete
SME_03266,2018-06-12,Nigeria,Lagos,urban,tech,50.0,Female,tertiary,Lagos General Store & Associates,1.0,4,22749.67,22749.67,USD,14672.92,103.46,Partially,Yes,Yes,+234851086490,business_registry,complete
SME_03267,2012-03-10,Kenya,Kisumu,rural,textile,40.0,Female,secondary,Simba Electronics Group,3.5,1,19253.34,19253.34,USD,20396.68,511.3,No,No,Yes,+254859284096,business_registry,complete
SME_03268,2014-07-22,Uganda,Entebbe,peri-urban,agriculture,49.0,Female,secondary,Grace Tech Limited,2.2,2,3682.85,3682.85,USD,5460.33,600.08,Partially,No,No,+256769640683,business_registry,complete
SME_03269,2022-05-29,Senegal,Thiès,urban,services,57.0,Female,secondary,Dakar Construction Ltd,14.4,3,954.53,954.53,USD,,12169.33,Yes,No,Yes,+221820099177,business_registry,complete
SME_03270,2009-06-25,Kenya,Nairobi,urban,retail,32.0,Female,secondary,Nguvu Foods Ltd,3.0,2,863.53,863.53,USD,,29.64,Yes,Yes,No,+254570912599,business_registry,complete
SME_03271,2017-06-16,Senegal,Saint-Louis,peri-urban,retail,54.0,Female,tertiary,Moussa Traders Limited,19.8,7,,,USD,,,Partially,No,No,+221084221031,business_registry,minimal
SME_03272,2019-04-04,Ghana,Takoradi,urban,agriculture,25.0,Female,secondary,Kofi Enterprises & Partners,4.9,2,201568.1,201568.1,USD,123242.41,1018.68,No,Yes,Yes,+233770536339,business_registry,complete
SME_03273,2013-08-26,Ghana,Accra,peri-urban,tech,43.0,Male,primary,Akwaaba Foods & Sons,2.3,7,,,USD,,545.32,No,No,Yes,+233724311972,business_registry,complete
SME_03274,2020-07-30,Uganda,Mbarara,urban,services,38.0,Male,primary,Kampala Textiles & Sons,1.8,2,6024.31,6024.31,USD,,,No,No,No,+256533731077,business_registry,partial
SME_03275,2012-09-14,Uganda,Jinja,rural,retail,42.0,Female,tertiary,Kampala Solutions & Associates,3.6,3,3130.25,11581900.0,UGX,1893.64,1492.25,Partially,Don't know,Yes,+256567070161,business_registry,partial
SME_03276,2020-01-17,Rwanda,Musanze,peri-urban,retail,29.0,Female,tertiary,Gorilla Enterprises Limited,6.8,7,249.44,249.44,USD,12.47,27.18,Yes,No,Yes,+250750878745,business_registry,complete
SME_03277,2016-08-04,Tanzania,Zanzibar,urban,retail,48.0,Male,tertiary,Karibu Transport Group,2.6,3,3498.08,3498.08,USD,3279.12,414.72,No,No,Yes,+255204195355,business_registry,complete
SME_03278,2005-12-06,Tanzania,Dar es Salaam,rural,services,63.0,Female,secondary,Amani Textiles S.A.,5.0,2,449.39,449.39,USD,332.01,272.44,No,Yes,Yes,+255306536067,business_registry,complete
SME_03279,2019-10-24,Nigeria,Abuja,rural,textile,29.0,Male,secondary,Naija Tech & Sons,19.1,3,269.42,404100.0,NGN,374.19,2412.05,Partially,No,Yes,+234865026949,business_registry,partial
SME_03280,2017-07-22,Kenya,Mombasa,peri-urban,retail,44.0,Female,secondary,Simba Transport,13.2,7,4313.92,4313.92,USD,5587.7,26.49,Yes,Yes,Yes,+254511470308,business_registry,complete
SME_03281,2008-12-31,Ghana,Sunyani,rural,retail,53.0,Female,tertiary,Osei Farm Group,6.3,4,151.97,151.97,USD,46.78,456.23,Yes,Yes,Yes,+233041775980,business_registry,partial
SME_03282,2017-08-30,Kenya,Nakuru,urban,food_processing,38.0,Male,secondary,Uhuru General Store SARL,1.2,1,,,USD,,486.57,Partially,No,Yes,+254346699294,business_registry,complete
SME_03283,2014-03-16,Nigeria,Lagos,urban,retail,60.0,Male,secondary,Chidi Construction S.A.,0.8,2,4131.36,4131.36,USD,5580.3,328.47,No,No,No,+234593598057,business_registry,complete
SME_03284,2021-12-19,Kenya,Mombasa,peri-urban,retail,36.0,Male,secondary,Amani Services Limited,2.3,2,14427.0,14427.0,USD,11794.74,256.5,No,No,Yes,+254630652396,business_registry,complete
SME_03285,2010-06-25,Kenya,Nakuru,rural,agriculture,40.0,Female,tertiary,Safari Supplies & Sons,2.7,6,3512.04,3512.04,USD,3275.28,504.34,Partially,No,Yes,+254939681448,business_registry,partial
SME_03286,2009-09-28,Ghana,Cape Coast,urban,agriculture,28.0,Female,secondary,Adinkra Foods Limited,5.2,1,265.05,265.05,USD,363.1,,No,No,Yes,+233423450954,business_registry,partial
SME_03287,2006-01-19,Ghana,Takoradi,urban,retail,43.0,Female,primary,Kofi Hardware & Partners,3.6,4,10999.07,10999.07,USD,14249.39,1629.48,No,Yes,Yes,+233580667028,business_registry,partial
SME_03288,2019-02-23,Tanzania,Dodoma,urban,textile,42.0,Male,secondary,Selous Agro Group,5.0,6,12069.98,12069.98,USD,8405.53,208.64,No,No,Yes,+255198465814,business_registry,partial
SME_03289,2022-09-21,Kenya,Nyeri,urban,retail,50.0,Female,secondary,Bora Hardware & Sons,4.6,6,7392.59,961000.0,KES,8218.0,206.35,Partially,No,Yes,+254450790481,business_registry,complete
SME_03290,2017-05-25,Tanzania,Mbeya,rural,agriculture,33.0,Female,tertiary,Amani Textiles & Associates,6.6,3,5539.02,5539.02,USD,5723.65,118.54,No,No,Yes,+255988781410,business_registry,complete
SME_03291,2011-08-24,Nigeria,Port Harcourt,urban,services,33.0,Male,tertiary,Naija Hardware Co.,4.4,1,103.52,103.52,USD,,2756.52,No,No,Yes,+234162716355,business_registry,minimal
SME_03292,2020-10-22,Uganda,Kampala,urban,textile,48.0,Male,tertiary,Grace Traders & Associates,2.2,3,,,USD,,246.6,Partially,No,No,+256641766957,business_registry,partial
SME_03293,2009-07-23,Ghana,Sunyani,urban,retail,60.0,Female,tertiary,Kwame Bakery Ltd,17.3,13,156.26,156.26,USD,189.02,95.25,No,No,No,+233519771744,business_registry,complete
SME_03294,2017-06-22,Tanzania,Mbeya,rural,agriculture,50.0,Male,tertiary,Bora Construction & Partners,2.8,2,483.51,1208800.0,TZS,206.15,682.33,No,Yes,No,+255978857293,business_registry,partial
SME_03295,2015-09-28,Tanzania,Arusha,rural,services,66.0,Male,secondary,Uhuru Traders & Sons,1.4,24,331.29,331.29,USD,278.11,899.86,No,No,Yes,+255820364507,business_registry,complete
SME_03296,2020-05-02,Senegal,Touba,urban,retail,49.0,Male,secondary,Moussa Bakery S.A.,5.2,7,87.93,87.93,USD,91.71,386.54,Yes,No,Yes,+221219064094,business_registry,partial
SME_03297,2022-06-25,Uganda,Gulu,peri-urban,services,49.0,Female,primary,Blessed Transport & Sons,1.9,3,,,UGX,,695.34,Partially,No,Yes,+256688832096,business_registry,minimal
SME_03298,2011-06-21,Tanzania,Mbeya,urban,retail,51.0,Male,secondary,Bora Services S.A.,2.0,4,1399.75,3499400.0,TZS,1080.03,453.46,Partially,No,Yes,+255577113623,business_registry,partial
SME_03299,2006-09-19,Tanzania,Mwanza,rural,agriculture,62.0,Female,tertiary,Neema Enterprises Limited,1.3,5,16168.3,16168.3,USD,9902.04,1250.42,Yes,No,Yes,+255740946600,business_registry,complete
SME_03300,2007-11-02,Kenya,Nakuru,urban,retail,58.0,Female,tertiary,Jambo Transport S.A.,6.4,2,12959.18,1684700.0,KES,12471.09,876.59,No,No,No,+254922245117,business_registry,complete
SME_03301,2018-04-20,Morocco,Rabat,peri-urban,services,27.0,Female,tertiary,Tariq Agro Group,0.8,2,2035.31,2035.31,USD,1769.34,223.16,No,No,Yes,+212798744193,business_registry,complete
SME_03302,2011-07-16,Nigeria,Enugu,urban,retail,52.0,Female,secondary,Ngozi Supplies,0.7,20,6115.65,9173500.0,NGN,6816.408780793857,1541.2,No,No,No,+234888909512,business_registry,complete
SME_03303,2007-07-09,Nigeria,Lagos,peri-urban,agriculture,45.0,Male,secondary,Victory General Store SARL,3.3,13,1227.1,1227.1,USD,1157.92,161.86,No,No,Yes,+234616234953,business_registry,complete
SME_03304,2019-08-30,Senegal,Thiès,urban,retail,39.0,Male,secondary,Ibrahima Electronics Group,1.4,2,1213.39,728000.0,XOF,60.67,116.42,No,Yes,Yes,+221765921466,business_registry,complete
SME_03305,2016-09-02,Uganda,Mbale,peri-urban,services,18.0,Female,primary,Pearl Solutions,2.0,2,1855.8,6866500.0,UGX,4040.4508702411717,749.94,Partially,No,Yes,+256205195700,business_registry,complete
SME_03306,2007-05-15,Kenya,Mombasa,rural,agriculture,21.0,Female,tertiary,Amani Tech & Associates,2.4,1,1128.54,1128.54,USD,56.43,1026.61,No,No,Yes,+254992930531,business_registry,complete
SME_03307,2017-10-30,Kenya,Nyeri,urban,services,37.0,Female,secondary,Mama Construction Co.,1.6,23,2168.33,2168.33,USD,447.22,2112.57,Partially,Don't know,Yes,+254774587704,business_registry,complete
SME_03308,2016-06-23,Kenya,Kisumu,urban,services,22.0,Male,tertiary,Mama Traders SARL,2.5,8,4886.31,4886.31,USD,3795.67,9381.62,No,No,Yes,+254355290068,business_registry,partial
SME_03309,2022-09-18,Ghana,Ho,rural,retail,37.0,Female,tertiary,Sankofa Farm & Sons,4.4,10,,,USD,,37.37,Partially,No,Yes,+233250299714,business_registry,complete
SME_03310,2022-10-07,Kenya,Nairobi,peri-urban,tech,51.0,Male,secondary,Harambee Construction & Partners,2.2,2,710.1,710.1,USD,35.51,242.6,Yes,No,Yes,+254854149256,business_registry,partial
SME_03311,2022-07-19,Morocco,Casablanca,peri-urban,construction,34.0,Female,secondary,Andalous Traders Co.,12.5,2,5982.39,5982.39,USD,299.12,705.26,No,No,Yes,+212354537001,business_registry,partial
SME_03312,2021-02-06,Morocco,Agadir,urban,retail,43.0,Male,primary,Rachid Supplies SARL,2.2,1,545.84,5500.0,MAD,248.08,7386.87,No,No,Yes,+212144445402,business_registry,complete
SME_03313,2019-04-09,Tanzania,Mbeya,rural,agriculture,27.0,Male,tertiary,Serengeti Electronics SARL,5.2,1,566.92,566.92,USD,28.35,323.15,No,No,No,+255289065987,business_registry,complete
SME_03314,2017-01-27,Ghana,Sunyani,rural,retail,46.0,Female,secondary,Osei Foods Group,7.0,2,9207.9,9207.9,USD,460.4,49.9,No,No,Yes,+233699836077,business_registry,complete
SME_03315,2014-10-19,Nigeria,Ibadan,urban,agriculture,48.0,Male,primary,Grace Supplies SARL,1.4,4,390.76,390.76,USD,128.33,113.31,Partially,Don't know,No,+234730631578,business_registry,complete
SME_03316,2019-04-05,Kenya,Nyeri,rural,food_processing,23.0,Male,secondary,Jambo General Store Group,2.4,4,3229.92,3229.92,USD,3276.9,432.24,No,No,Yes,+254251383471,business_registry,complete
SME_03317,2022-05-17,Uganda,Lira,rural,textile,32.0,Male,secondary,Bwindi Agro Limited,2.9,2,1938.49,7172400.0,UGX,97.32,1050.59,Partially,No,Yes,+256406758456,business_registry,complete
SME_03318,2007-02-05,Kenya,Nairobi,urban,construction,25.0,Female,secondary,Nguvu Foods & Sons,1.8,6,7314.79,7314.79,USD,365.74,15898.49,Yes,Yes,No,+254746210875,business_registry,partial
SME_03319,2007-06-16,Kenya,Nyeri,rural,retail,48.0,Male,tertiary,Safari Tech S.A.,9.8,2,1314.25,1314.25,USD,1613.5,218.66,Partially,Yes,Yes,+254023476793,business_registry,partial
SME_03320,2013-12-22,Nigeria,Port Harcourt,peri-urban,retail,44.0,Female,secondary,Tunde Transport,6.6,7,356.78,356.78,USD,355.19,1299.48,Yes,No,Yes,+234739490372,business_registry,complete
SME_03321,2010-04-14,Kenya,Kisumu,rural,agriculture,41.0,Male,tertiary,Bora Traders & Sons,1.8,7,457.62,457.62,USD,349.21,2772.21,No,No,Yes,+254411465742,business_registry,complete
SME_03322,2014-07-27,Tanzania,Dar es Salaam,rural,food_processing,40.0,Male,secondary,Baraka Enterprises & Sons,2.6,7,29160.27,29160.27,USD,16789.15,245.96,No,No,No,+255788830391,business_registry,complete
SME_03323,2010-08-07,Uganda,Lira,rural,agriculture,46.0,Male,tertiary,Gorilla General Store & Associates,2.6,4,566.5,566.5,USD,893.14,7095.65,Partially,No,Yes,+256136010862,business_registry,complete
SME_03324,2019-01-30,Rwanda,Rubavu,rural,textile,46.0,Male,secondary,Hope Construction SARL,,2,503.62,,USD,,,No,Don't know,Yes,+250453356557,business_registry,minimal
SME_03325,2021-02-28,Ghana,Takoradi,urban,construction,35.0,Female,secondary,Osei Electronics SARL,7.2,1,644.84,7700.0,GHS,407.51,121.98,No,No,No,+233013911154,business_registry,complete
SME_03326,2010-01-31,Rwanda,Nyagatare,peri-urban,agriculture,33.0,Female,tertiary,Kigali Bakery & Associates,4.5,1,909.5,909.5,USD,462.2,,Partially,No,Yes,+250975382914,business_registry,complete
SME_03327,2018-11-23,Nigeria,Lagos,rural,services,41.0,Male,secondary,Kola Enterprises Co.,3.5,7,710.1,710.1,USD,565.81,537.71,No,No,Yes,+234145370380,business_registry,partial
SME_03328,2006-12-01,Rwanda,Nyagatare,urban,food_processing,39.0,Female,tertiary,Agaseke Tech Co.,1.4,1,4090.25,4090.25,USD,,106.92,Partially,No,Yes,+250767305827,business_registry,complete
SME_03329,2019-05-02,Tanzania,Mwanza,peri-urban,transport,69.0,Female,secondary,Serengeti Tech & Sons,2.4,3,,,TZS,,297.56,Yes,No,No,+255208931254,business_registry,partial
SME_03330,2017-07-23,Nigeria,Abuja,rural,retail,37.0,Male,primary,Naija Enterprises & Partners,3.2,4,511.64,767500.0,NGN,616.61,,Yes,No,No,+234275718232,business_registry,partial
SME_03331,2017-10-12,Morocco,Casablanca,urban,agriculture,46.0,Female,tertiary,Maghreb Electronics Ltd,12.7,1,5434.8,5434.8,USD,6474.77,248.91,Partially,No,No,+212359328750,business_registry,partial
SME_03332,2013-11-11,Nigeria,Enugu,urban,food_processing,48.0,Male,tertiary,Eko Bakery S.A.,4.3,3,2457.82,2457.82,USD,1400.74,747.59,Yes,No,Yes,+234160079534,business_registry,complete
SME_03333,2006-12-04,Kenya,Meru,rural,agriculture,60.0,Female,primary,Karibu Construction & Partners,6.4,4,16130.69,16130.69,USD,19177.53601704155,340.31,No,No,Yes,+254375538458,business_registry,partial
SME_03334,2020-02-25,Nigeria,Kano,urban,food_processing,31.0,Male,primary,Naija Foods S.A.,11.1,3,2616.23,2616.23,USD,130.81,12565.35,No,No,Yes,+234230926838,business_registry,partial
SME_03335,2006-12-22,Nigeria,Enugu,urban,agriculture,60.0,Male,secondary,Chidi Agro S.A.,4.5,5,1175.4,1175.4,USD,,333.28,No,No,No,+234340194680,business_registry,partial
SME_03336,2013-08-30,Nigeria,Lagos,rural,services,40.0,Female,secondary,Emeka Hardware Limited,6.2,2,1026.26,1026.26,USD,979.41,454.54,No,Yes,Yes,+234584205043,business_registry,partial
SME_03337,2008-02-20,Tanzania,Mwanza,urban,transport,75.0,Female,tertiary,Mwanga Bakery S.A.,8.1,3,1922.29,1922.29,USD,1965.38,5258.66,No,No,No,+255955492316,business_registry,partial
SME_03338,2020-03-22,Morocco,Fes,urban,agriculture,47.0,Female,none,Youssef Electronics Limited,9.9,1,2865.81,2865.81,USD,143.29,3694.1,Partially,Yes,Yes,+212464685332,business_registry,complete
SME_03339,2015-05-01,Nigeria,Kano,urban,retail,25.0,Male,secondary,Emeka Electronics Ltd,6.7,3,1474.84,1474.84,USD,73.74,1763.7,Yes,No,Yes,+234355599461,business_registry,complete
SME_03340,2014-02-19,Tanzania,Morogoro,peri-urban,services,39.0,Female,secondary,Mwanga Traders & Associates,1.7,3,669.6,669.6,USD,102.61,,No,No,No,+255605923341,business_registry,complete
SME_03341,2010-09-17,Nigeria,Enugu,urban,agriculture,59.0,Female,secondary,Emeka Foods & Associates,3.2,1,4573.23,4573.23,USD,,4965.06,No,No,Yes,+234996948084,business_registry,partial
SME_03342,2019-01-30,Rwanda,Kigali,rural,food_processing,43.0,Male,secondary,Urumuri Transport & Associates,2.1,5,3227.67,3227.67,USD,1255.07,319.33,Yes,No,Yes,+250830258407,business_registry,complete
SME_03343,2008-10-12,Kenya,Mombasa,urban,services,41.0,Male,tertiary,Uhuru General Store Ltd,3.0,1,1530.82,1530.82,USD,76.54,,Partially,Yes,Yes,+254664155373,business_registry,complete
SME_03344,2017-12-19,Kenya,Thika,rural,retail,51.0,Female,primary,Safari Enterprises SARL,7.0,9,4930.3,4930.3,USD,2187.64,233.11,Partially,No,No,+254811641674,business_registry,complete
SME_03345,2022-06-09,Tanzania,Mbeya,rural,transport,37.0,Male,secondary,Baraka Supplies & Associates,2.9,1,1290.19,1290.19,USD,562.85,1892.56,Partially,No,Yes,+255563035306,business_registry,complete
SME_03346,2009-10-15,Ghana,Tamale,urban,retail,39.0,Male,tertiary,Osei Solutions & Sons,1.6,8,1513.06,1513.06,USD,1784.4397352170506,384.86,Partially,No,Yes,+233485720192,business_registry,complete
SME_03347,2017-05-05,Rwanda,Gicumbi,rural,food_processing,29.0,Female,tertiary,Urumuri Transport & Partners,2.7,6,4613.6,4613.6,USD,,,Partially,Yes,Yes,+250194961716,business_registry,partial
SME_03348,2010-07-26,Ghana,Tamale,rural,agriculture,65.0,Male,secondary,Mensah Hardware & Associates,0.5,8,6258.07,6258.07,USD,8006.95,131.0,Yes,No,Yes,+233063500536,business_registry,complete
SME_03349,2021-09-22,Uganda,Mbale,rural,agriculture,25.0,Male,secondary,Amara Transport Co.,16.4,1,4798.25,4798.25,USD,239.91,1962.75,Yes,No,No,+256641483006,business_registry,complete
SME_03350,2021-03-05,Nigeria,Enugu,rural,agriculture,44.0,Male,tertiary,Eko General Store,1.8,3,373.82,373.82,USD,301.56,188.48,No,No,Yes,+234714100861,business_registry,complete
SME_03351,2010-08-24,Kenya,Nakuru,urban,construction,48.0,Male,secondary,Safari Hardware & Partners,2.7,4,2911.84,2911.84,USD,5134.868499636823,,Partially,Yes,No,+254434813493,business_registry,partial
SME_03352,2009-02-26,Kenya,Nyeri,peri-urban,construction,42.0,Female,secondary,Uzuri Electronics,3.2,5,,,USD,,415.47,Yes,Yes,Yes,+254594435512,business_registry,partial
SME_03353,2006-06-27,Kenya,Mombasa,peri-urban,transport,25.0,Male,secondary,Nguvu Tech & Associates,1.7,7,2996.85,2996.85,USD,1379.11,80.78,Partially,Yes,Yes,+254000096411,business_registry,complete
SME_03354,2017-07-19,Nigeria,Kaduna,rural,agriculture,28.0,Male,none,Emeka Enterprises Group,1.6,6,39435.75,39435.75,USD,11022.95,143.07,No,No,No,+234244933487,business_registry,partial
SME_03355,2021-07-17,Tanzania,Mbeya,urban,retail,49.0,Female,tertiary,Neema Solutions & Partners,6.6,5,1013.42,1013.42,USD,50.67,154.71,No,Yes,No,+255960106853,business_registry,complete
SME_03356,2007-08-12,Nigeria,Ibadan,urban,transport,31.0,Male,primary,Amaka Transport & Partners,5.3,5,1540.16,1540.16,USD,1678.32,807.4,Partially,Don't know,No,+234990789233,business_registry,complete
SME_03357,2019-09-06,Tanzania,Morogoro,urban,services,18.0,Male,tertiary,Serengeti Services & Associates,2.6,6,537.61,537.61,USD,118.2,196.35,Yes,No,Yes,+255148949357,business_registry,complete
SME_03358,2018-08-02,Tanzania,Mbeya,rural,agriculture,47.0,Female,tertiary,Uhuru Construction Co.,1.0,3,,,USD,,895.37,Yes,No,No,+255583442962,business_registry,minimal
SME_03359,2013-06-28,Ghana,Sunyani,urban,construction,30.0,Female,tertiary,Osei Foods SARL,13.8,9,437.33,437.33,USD,339.3,448.83,No,No,No,+233033736407,business_registry,complete
SME_03360,2009-01-07,Ghana,Accra,rural,agriculture,50.0,Female,primary,Ama Transport Limited,3.5,3,214.56,214.56,USD,193.35,281.44,No,No,Yes,+233471297956,business_registry,partial
SME_03361,2016-09-29,Nigeria,Enugu,rural,agriculture,39.0,Female,tertiary,Naija Electronics & Sons,4.8,1,50.0,75000.0,NGN,7.34,,No,No,Yes,+234598469316,business_registry,complete
SME_03362,2015-09-09,Nigeria,Ibadan,urban,construction,38.0,Male,tertiary,Obinna Agro & Partners,3.0,10,423.42,423.42,USD,318.75,48.35,No,No,Yes,+234743838225,business_registry,complete
SME_03363,2019-08-07,Ghana,Accra,peri-urban,retail,42.0,Female,tertiary,Osei General Store & Associates,1.9,5,479.31,479.31,USD,284.55,1437.74,Yes,No,No,+233517007905,business_registry,complete
SME_03364,2015-02-25,Ghana,Cape Coast,rural,retail,27.0,Female,secondary,Ama Hardware Group,10.8,3,1331.59,16000.0,GHS,907.17,104.1,No,No,Yes,+233154748373,business_registry,complete
SME_03365,2005-11-17,Nigeria,Ibadan,urban,food_processing,31.0,Female,secondary,Kola Solutions Group,2.3,4,,,USD,,168.15,No,No,No,+234528561198,business_registry,minimal
SME_03366,2008-08-30,Nigeria,Lagos,peri-urban,tech,38.0,Male,tertiary,Ade Farm S.A.,4.3,13,9494.76,9494.76,USD,7964.88,298.67,No,Yes,No,+234238393261,business_registry,complete
SME_03367,2011-11-06,Uganda,Mbale,rural,agriculture,26.0,Male,secondary,Nile Enterprises Ltd,2.5,4,2226.43,2226.43,USD,,404.71,No,Yes,Yes,+256572631081,business_registry,complete
SME_03368,2013-11-03,Ghana,Ho,rural,services,51.0,Female,primary,Kofi Solutions & Associates,6.2,13,5628.95,5628.95,USD,281.45,526.09,No,Don't know,Yes,+233850386466,business_registry,partial
SME_03369,2011-04-18,Kenya,Meru,peri-urban,retail,38.0,Female,primary,Uzuri Bakery,3.8,5,8686.06,8686.06,USD,9007.1,,Partially,No,No,+254671888039,business_registry,complete
SME_03370,2020-10-25,Tanzania,Mwanza,rural,agriculture,22.0,Female,none,Neema Farm Co.,3.8,2,17971.58,44929000.0,TZS,8637.3,264.26,Partially,No,No,+255204787407,business_registry,partial
SME_03371,2010-01-22,Morocco,Agadir,peri-urban,retail,34.0,Female,tertiary,Zineb Agro,2.5,1,,,MAD,,20.0,No,Yes,Yes,+212598713448,business_registry,minimal
SME_03372,2017-03-30,Kenya,Thika,rural,food_processing,43.0,Male,tertiary,Safari General Store Group,8.7,4,301.61,39200.0,KES,78.63,188.97,No,No,No,+254540396381,business_registry,partial
SME_03373,2011-07-03,Rwanda,Nyagatare,urban,agriculture,36.0,Male,tertiary,Hope Agro Limited,2.0,11,6950.65,6950.65,USD,14852.018963347085,,No,No,No,+250746216971,business_registry,complete
SME_03374,2022-11-09,Kenya,Meru,urban,retail,47.0,Male,primary,Furaha Bakery & Partners,0.2,2,2634.99,342500.0,KES,1917.39,1303.35,No,No,Yes,+254889675951,business_registry,partial
SME_03375,2021-06-24,Tanzania,Mwanza,peri-urban,food_processing,49.0,Male,secondary,Neema Transport S.A.,0.7,5,16709.13,16709.13,USD,8894.39,1364.38,Partially,Yes,Yes,+255097995895,business_registry,partial
SME_03376,2019-02-11,Tanzania,Morogoro,urban,food_processing,74.0,Male,secondary,Bora Services & Partners,4.7,13,1550.64,1550.64,USD,77.53,385.99,No,No,No,+255884436948,business_registry,complete
SME_03377,2018-10-05,Kenya,Nyeri,peri-urban,services,57.0,Female,secondary,Mama Services Group,4.7,1,,,USD,,,Partially,No,Yes,+254252250818,business_registry,minimal
SME_03378,2016-07-29,Morocco,Tangier,peri-urban,transport,20.0,Male,secondary,Maghreb Construction Group,,5,1771.87,1771.87,USD,,,No,No,Yes,+212126641943,business_registry,minimal
SME_03379,2015-07-26,Tanzania,Mbeya,urban,retail,37.0,Female,secondary,Bora Electronics & Sons,2.7,5,1903.69,4759200.0,TZS,1396.53,319.4,No,No,Yes,+255514655720,business_registry,partial
SME_03380,2015-02-18,Senegal,Saint-Louis,peri-urban,retail,38.0,Male,secondary,Wolof Services S.A.,10.2,5,4909.1,4909.1,USD,,231.11,No,Yes,Yes,+221854601570,business_registry,complete
SME_03381,2005-06-27,Nigeria,Kaduna,rural,retail,49.0,Female,secondary,Victory Agro SARL,2.8,1,840.31,840.31,USD,705.34,2351.96,No,No,Yes,+234552230764,business_registry,complete
SME_03382,2021-11-11,Rwanda,Kigali,urban,food_processing,29.0,Female,tertiary,Isange Construction & Sons,6.0,2,,,USD,,20.0,No,No,Yes,+250562251944,business_registry,partial
SME_03383,2022-08-29,Morocco,Meknes,urban,agriculture,35.0,Female,tertiary,Alaoui Traders,8.9,1,96.22,96.22,USD,49.69,660.76,Partially,No,Yes,+212205262071,business_registry,partial
SME_03384,2014-06-25,Tanzania,Zanzibar,rural,retail,25.0,Female,tertiary,Mwanga Foods & Partners,17.2,1,3534.73,3534.73,USD,3814.22,660.21,No,No,Yes,+255041571472,business_registry,complete
SME_03385,2020-08-29,Kenya,Nairobi,rural,agriculture,34.0,Female,none,Nguvu Textiles,1.5,7,150.02,150.02,USD,73.05,746.67,No,No,No,+254834518856,business_registry,complete
SME_03386,2012-03-30,Ghana,Cape Coast,peri-urban,retail,34.0,Male,none,Abena Textiles & Associates,1.5,2,4015.04,4015.04,USD,2036.64,485.31,Partially,No,Yes,+233657568961,business_registry,complete
SME_03387,2007-01-08,Tanzania,Zanzibar,peri-urban,tech,38.0,Female,secondary,Amani Services Co.,1.9,7,50.0,50.0,USD,34.41,3502.35,No,Yes,Yes,+255902127749,business_registry,complete
SME_03388,2020-01-05,Morocco,Casablanca,urban,food_processing,26.0,Male,primary,Sahara Farm Group,7.8,7,56.47,600.0,MAD,23.81,583.46,Partially,No,Yes,+212503698500,business_registry,complete
SME_03389,2014-03-01,Tanzania,Morogoro,rural,retail,55.0,Female,tertiary,Pwani Construction & Associates,2.7,1,1628.08,1628.08,USD,612.85,398.98,No,No,Yes,+255835334646,business_registry,partial
SME_03390,2021-11-30,Nigeria,Kano,urban,food_processing,48.0,Male,tertiary,Victory Farm & Sons,4.8,4,1680.32,1680.32,USD,1008.8,1457.41,No,No,Yes,+234446276339,business_registry,partial
SME_03391,2008-11-01,Kenya,Kisumu,urban,services,22.0,Female,tertiary,Bora Solutions Ltd,20.8,1,939.34,939.34,USD,,50.56,No,No,Yes,+254954042793,business_registry,partial
SME_03392,2013-08-13,Uganda,Lira,rural,retail,42.0,Female,tertiary,Blessed Tech S.A.,5.2,4,5433.53,5433.53,USD,3426.87,184.24,No,No,Yes,+256706627346,business_registry,complete
SME_03393,2017-01-03,Senegal,Dakar,peri-urban,retail,21.0,Female,secondary,Ibrahima General Store S.A.,,5,7931.05,7931.05,USD,,2673.9,No,No,Yes,+221476879217,business_registry,minimal
SME_03394,2007-06-21,Kenya,Mombasa,urban,services,60.0,Female,tertiary,Karibu Solutions,,3,,,USD,,833.25,No,No,No,+254218077600,business_registry,minimal
SME_03395,2022-12-05,Uganda,Kampala,urban,agriculture,63.0,Female,primary,Victory Agro Group,4.1,1,1602.2,1602.2,USD,,67.37,Yes,No,Yes,+256318269230,business_registry,partial
SME_03396,2015-12-12,Morocco,Agadir,peri-urban,food_processing,41.0,Male,secondary,Tariq Hardware Group,1.5,1,9528.82,9528.82,USD,1223.1,28086.88,No,No,No,+212642870886,business_registry,complete
SME_03397,2008-02-03,Kenya,Eldoret,rural,food_processing,30.0,Female,tertiary,Safari Hardware Group,7.2,33,333.12,43300.0,KES,302.35,430.04,No,No,Yes,+254497684881,business_registry,partial
